dataset,n,colors,algorithm,mode,fairness_combination,epsilon,delta,weightA,weightB,alpha,beta,num_diff_constraints,num_ratio_constraints,num_coverage_constraints,dimensions,range_from,range_to,range_size,range_bucket,range_position,iterations_done,file_load_ms,build_time_ms,avg_query_time_ms,min_query_time_ms,max_query_time_ms,result,result_from,result_to,similarity,tle
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111990.1776173,1779112113.0551577,3200,small,high,3,N/A,6.58,287.68,285.04,289.12,"[1779111951.7244,1779112113.0552]",1779111951.7244,1779112113.0552,0.8945,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111620.0176175,1779111743.1907456,3200,small,mid,3,N/A,6.58,626.59,625.29,627.85,"[1779111643.3302,1779111739.3939]",1779111643.3302,1779111739.3939,0.8521,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111099.2467265,1779111222.8579738,3200,small,low,3,N/A,6.58,3330.77,3305.58,3351.89,"[1779111157.5598,1779111221.0606]",1779111157.5598,1779111221.0606,0.6294,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111515.000994,1779111892.5361588,9600,medium,mid,3,N/A,6.58,18692.30,18615.35,18749.85,"[1779111582.9079,1779111982.9588]",1779111582.9079,1779111982.9588,0.8011,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111341.7179496,1779111711.3937724,9600,medium,low,3,N/A,6.58,160442.70,159927.78,160976.42,"[1779111503.4697,1779111608.9395]",1779111503.4697,1779111608.9395,0.3933,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111543.7202594,1779111919.1924682,9600,medium,mid,3,N/A,6.58,6937.47,6914.04,6967.15,"[1779111582.9079,1779111982.9588]",1779111582.9079,1779111982.9588,0.8763,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111160.1848187,1779111779.784975,16000,large,low,3,N/A,6.58,154414.42,153313.31,155435.78,"[1779111148.7473,1779111343.5774]",1779111148.7473,1779111343.5774,0.4079,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111616.0332344,1779112240.6051123,16000,large,mid,3,N/A,6.58,4261.32,4246.54,4277.81,"[1779111677.9243,1779112241.6208]",1779111677.9243,1779112241.6208,0.9360,NO
live_l2_unique_32k.csv,32000,3,bfs,fair,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111112.622143,1779111728.9563231,16000,large,low,3,N/A,6.58,128093.80,127454.24,128632.84,"[1779111123.2159,1779111343.9367]",1779111123.2159,1779111343.9367,0.4796,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111990.1776173,1779112113.0551577,3200,small,high,3,N/A,423.63,12.21,12.18,12.25,"[1779111951.7244,1779112113.0552]",1779111951.7244,1779112113.0552,0.8945,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111620.0176175,1779111743.1907456,3200,small,mid,3,N/A,423.63,32.89,32.83,32.94,"[1779111643.3302,1779111739.3939]",1779111643.3302,1779111739.3939,0.8521,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111099.2467265,1779111222.8579738,3200,small,low,3,N/A,423.63,10.70,10.66,10.77,"[1779111157.5598,1779111221.0606]",1779111157.5598,1779111221.0606,0.6294,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111515.000994,1779111892.5361588,9600,medium,mid,3,N/A,423.63,57.91,57.83,58.03,"[1779111582.9079,1779111982.9588]",1779111582.9079,1779111982.9588,0.8011,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111341.7179496,1779111711.3937724,9600,medium,low,3,N/A,423.63,68.59,68.50,68.76,"[1779111503.4697,1779111608.9395]",1779111503.4697,1779111608.9395,0.3933,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111543.7202594,1779111919.1924682,9600,medium,mid,3,N/A,423.63,35.10,35.01,35.23,"[1779111582.9079,1779111982.9588]",1779111582.9079,1779111982.9588,0.8763,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111160.1848187,1779111779.784975,16000,large,low,3,N/A,423.63,67.24,67.02,67.54,"[1779111148.7473,1779111343.5774]",1779111148.7473,1779111343.5774,0.4079,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111616.0332344,1779112240.6051123,16000,large,mid,3,N/A,423.63,26.13,26.08,26.17,"[1779111677.9243,1779112241.6208]",1779111677.9243,1779112241.6208,0.9360,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111112.622143,1779111728.9563231,16000,large,low,3,N/A,423.63,55.30,55.13,55.46,"[1779111123.2159,1779111343.9367]",1779111123.2159,1779111343.9367,0.4796,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111990.1776173,1779112113.0551577,3200,small,high,3,N/A,5.00,2.11,2.11,2.12,"[1779111951.7244,1779112113.0552]",1779111951.7244,1779112113.0552,0.8945,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111620.0176175,1779111743.1907456,3200,small,mid,3,N/A,5.00,6.01,6.00,6.01,"[1779111643.3302,1779111739.3939]",1779111643.3302,1779111739.3939,0.8521,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111099.2467265,1779111222.8579738,3200,small,low,3,N/A,5.00,0.99,0.99,1.00,"[1779111157.5598,1779111221.0606]",1779111157.5598,1779111221.0606,0.6294,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111515.000994,1779111892.5361588,9600,medium,mid,3,N/A,5.00,6.66,6.65,6.69,"[1779111582.9079,1779111982.9588]",1779111582.9079,1779111982.9588,0.8011,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,D,10.0,0.0,1.0,1.0,0.4,0.6,2,0,0,2,1779111341.7179496,1779111711.3937724,9600,medium,low,3,N/A,5.00,8.75,8.72,8.80,"[1779111503.4697,1779111608.9395]",1779111503.4697,1779111608.9395,0.3933,NO
